27	Фюлет	Fyulet=T
25	Тавт	Tavt=T
16	Фюлеб	Fyuleb=T
15	Нойд	Nojd=T
13	Нойдь	Nojgy=T
13	Еобов	Eobov=T
13	Айбен	Ajben=T
11	Нойт	Nojt=T
11	Еунаш	Eunas=T
11	Вициян	Vicijan=T
10	Яух	Jáuh=T
10	Эрдывш	Erdivs=T
10	Эмеди	E=T
10	Хюйше	Hyujse=T
10	Фрювирт	Fryuvirt=T
10	Леготский	Legotszkij=T
10	Г. Нодь	G._Nogy=T
10	Б. Надь	B._Nagy=T
10	Аюштон	Ayuston=T
10	Андьян	Angyjan=T
9	Эшнодь	Esnogy=T
9	Эрдой	Erdoj=T
9	Суюч	Szuyucs=T
9	Зайферт	Zajfert=T
9	Еужо	Euzso=T
9	Бейсабо	Bészabo=T
8	Эмковач	Emkovacs=T
8	Фозыкаш	Fozikas=T
8	Мольняр	Molynyar=T
8	Мозей	Mozé=T
8	Еоу	Eou=T
8	Ебадь	Ebagy=T
8	Б-Нодь	B-Nogy=T
8	Бейтоут	Bétout=T
7	Эври	Evri=T
7	Шобиян	Sobijan=T
7	Ч. Нодь	Cs._Nogy=T
7	Фолон	Folon=T
7	Толиян	Tolijan=T
7	Р. Сабо	R._Szabo=T
7	Ляндель	Ljangyely=T
7	Ленвой	Lenvoj=T
7	Коломбар	Kolombar=T
7	К. Нодь	K._Nogy=T
7	Дырдь	Dirgy=T
7	Деорфи	Gyeorfi=T
7	Гейсабо	Gészabo=T
7	Вашархей	Vasarhé=T
7	Вайсенбахер	Vajszenbaher=T
7	Бийреш	Bijres=T
6	Янчов	Jáncsov=T
6	Эфтот	Eftot=T
6	Ш. Нодь	S._Nogy=T
6	Шаркезе	Sarkeze=T
6	Ч. Надь	Cs._Nagy=T
6	Чейковач	Csékovacs=T
6	Функенгаузер	Funkengauzer=T
6	Феферкорн	Feferkorn=T
6	Удворгей	Udvorgé=T
6	Сювке	Szyuvke=T
6	С. Надь	Sz._Nagy=T
6	Сердогей	Szerdogé=T
6	Плейт	Plét=T
6	Никодеймус	Nikogyejmusz=T
6	Легуцкий	Leguckij=T
6	Касобо	Kaszobo=T
6	Имря	Imrja=T
6	Д. Киш	D._Kis=T
6	Демет	Gyemet=T
6	Вайнраух	Vajnrauh=T
6	Букмюллер	Bukmyuller=T
6	Брайтенбах	Brajtenbah=T
6	Анро	Anro=T
6	Айзеле	Ajzele=T
5	Янжу	Jánzsu=T
5	Шовт	Sovt=T
5	Ч. Ковач	Cs._Kovacs=T
5	Чейтот	Csétot=T
5	Цибуя	Cibuja=T
5	Цибоя	Ciboja=T
5	Фюлени	Fyuleni=T
5	Фурват	Furvat=T
5	Фориян	Forijan=T
5	Фельдварский	Felydvarszkij=T
5	Уйгеи	Ujgei=T
5	Тойкеш	Tojkes=T
5	Т. Киш	T._Kis=T
5	С. Нодь	Sz._Nogy=T
5	Роденбюхер	Rogyenbyuher=T
5	П. Сабо	P._Szabo=T
5	П. Нодь	P._Nogy=T
5	П. Киш	P._Kis=T
5	Пейсабо	Pészabo=T
5	Панграу	Pangrau=T
5	Пальфий	Palyfij=T
5	Отвальд	Otvalyd=T
5	Нордь	Norgy=T
5	Ноодь	Noogy=T
5	Ноймаер	Nojmaer=T
5	Ниймот	Nijmot=T
5	Наимет	Naimet=T
5	М. Тот	M._Tot=T
5	М. Нодь	M._Nogy=T
5	Л. Сабо	L._Szabo=T
5	Лийтак	Lijtak=T
5	Лайдекер	Lajgyeker=T
5	Кюсеш	Kyuszes=T
5	Кособо	Koszobo=T
5	К. Молнар	K._Molnar=T
5	К. Киш	K._Kis=T
5	Иоунаш	Iounas=T
5	Зылд	Zild=T
5	Знам	Znam=T
5	Еоо	Eoo=T
5	Еван	Evan=T
5	Д. Тот	D._Tot=T
5	Д. Надь	D._Nagy=T
5	Дековач	Gyekovacs=T
5	Дейковач	Dékovacs=T
5	Дебрецене	Gyebrecene=T
5	Гутцел	Gutcel=T
5	Горомсеш	Goromszes=T
5	Г. Надь	G._Nagy=T
5	Гегедивш	Gegedivs=T
5	Б-Тот	B-Tot=T
5	Баугольцер	Baugolycer=T
5	Батянский	Batyanszkij=T
4	Ячов	Jácsov=T
4	Яценко	Jácenko=T
4	Янчоу	Jáncsou=T
4	Янгов	Jángov=T
4	Якубач	Jákubacs=T
4	Ювгас	Juvgasz=T
4	Эюш	Eyus=T
4	Эфнадь	Efnagy=T
4	Этван	Etvan=T
4	Эрывш	Erivs=T
4	Эривш	Erivs=T
4	Эрдет	Ergyet=T
4	Элембохер	Elemboher=T
4	Эйкеш	Ejkes=T
4	Эйберван	Ejbervan=T
4	Эгедюш	Egegyus=T
4	Шуюн	Suyun=T
4	Штаймец	Stajmec=T
4	Ш. Надь	S._Nagy=T
4	Шабиян	Sabijan=T
4	Ч. Сабо	Cs._Szabo=T
4	Чотлауш	Csotlaus=T
4	Ч-Нодь	Cs-Nogy=T
4	Ч. Молнар	Cs._Molnar=T
4	Чизмадья	Csizmagyja=T
4	Чейтоут	Csétout=T
4	Цирайзер	Cirajzer=T
4	Холаст	Holaszt=T
4	Фюлот	Fyulot=T
4	Функенхаузер	Funkenhauzer=T
4	Фозенош	Fozenos=T
4	Фобичн	Fobicsn=T
4	Ф. Киш	F._Kis=T
4	Физикаш	Fizikas=T
4	Фельсеш	Felyszes=T
4	Фельдоши	Felydosi=T
4	Фаштанц	Fastanc=T
4	Фабнян	Fabnyan=T
4	Уткой	Utkoj=T
4	Уменгофен	Umengofen=T
4	Уйсаш	Ujszas=T
4	Уйген	Ujgen=T
4	Туут	Tuut=T
4	Т. Сабо	T._Szabo=T
4	Тот Б.	Tot_B.=T
4	Толия	Tolija=T
4	Т-Киш	T-Kis=T
4	Табияш	Tabijas=T
4	Сюйни	Szyujni=T
4	Сильберойс	Szilyberojsz=T
4	Сидьярто	Szigyjarto=T
4	Роужагеди	Rouzsagedi=T
4	Родоуц	Rodouc=T
4	Родецкий	Rogyeckij=T
4	Рийвис	Rijvisz=T
4	Редецкий	Regyeckij=T
4	Радецкий	Ragyeckij=T
4	Пюут	Pyuut=T
4	Пульский	Pulyszkij=T
4	Пейнодь	Pénogy=T
4	Пейглаш	Péglas=T
4	Отвиш	Otvis=T
4	Ока	Oka=T
4	Ова	Ova=T
4	Норд	Nord=T
4	Нимент	Niment=T
4	Нейсарош	Nészaros=T
4	Неймий	Némij=T
4	Нейлот	Nélot=T
4	Нейвирт	Névirt=T
4	Муляр	Muljar=T
4	М. Сабо	M._Szabo=T
4	Молькар	Molykar=T
4	Молляр	Molljar=T
4	Лягуцкий	Ljaguckij=T
4	Лювринц	Lyuvrinc=T
4	Лефель	Lefely=T
4	Лейграде	Légragye=T
4	Кячкеш	Kjacskes=T
4	К-Тот	K-Tot=T
4	Коценбах	Kocenbah=T
4	Ковню	Kovnyu=T
4	Керикдярту	Kerikgyartu=T
4	Кенийз	Kenijz=T
4	Капляр	Kapljar=T
4	Илош	Ilos=T
4	Илей	Ilé=T
4	Еош	Eos=T
4	Екшо	Ekso=T
4	Екша	Eksa=T
4	Екоп	Ekop=T
4	Екоб	Ekob=T
4	Евнаш	Evnas=T
4	Еббадь	Ebbagy=T
4	Д. Нодь	D._Nogy=T
4	Д-Киш	D-Kis=T
4	Дерфий	Gyerfij=T
4	Дерзбах	Gyerzbah=T
4	Демс	Gyemsz=T
4	Дейяк	Déjak=T
4	Дейсабо	Dészabo=T
4	Дейко	Déko=T
4	Гымыри	Gimiri=T
4	Гуяши	Gujasi=T
4	Гожоу	Gozsou=T
4	Г. Киш	G._Kis=T
4	Витцель	Vitcely=T
4	Винця	Vincja=T
4	Визенфельдер	Vizenfelygyer=T
4	Б. Товт	B._Tovt=T
4	Больджар	Bolydzsar=T
4	Бенодь	Benogy=T
4	Бенедект	Benegyekt=T
4	Б. Варга	B._Varga=T
4	Б. Балог	B._Balog=T
4	Баншроут	Bansrout=T
4	Айзен	Ajzen=T
3	Яккель	Jákkely=T
3	Ягода	Jágoda=T
3	Явицкий	Jávickij=T
3	Юужо	Juuzso=T
3	Юрмеши	Jurmesi=T
3	Юрмеш	Jurmes=T
3	Ювже	Juvzse=T
3	Юббадь	Jubbagy=T
3	Эшнадь	Esnagy=T
3	Эсноть	Esznoty=T
3	Эсковач	Eszkovacs=T
3	Эрюйш	Eryujs=T
3	Эрп	Erp=T
3	Эрдывди	Erdivdi=T
3	Эрдойди	Erdojdi=T
3	Энтот	Entot=T
3	Элковач	Elkovacs=T
