73	Дежы	Gyezsi=T	Dezső	
68	Михей	Mihé=T	Mihály	
68	Каталина	Katalina=T	Katalin	
66	Енуй	Enuj=T		
65	Иштан	Istan=T	István	
64	Эмерих	Emerih=T	Imre	
64	Лонуш	Lonus=T	Lajos	
63	Януй	Jánuj=T	János	
63	Кондраш	Kondras=T		
63	Дерде	Gyergye=T	György	
62	Калма	Kalma=T	Kálmán	
62	Евжеф	Evzsef=T	József	
61	И	I=T		
60	Франтишек	Frantisek=T	František;Ferenc	
59	Юрко	Jurko=T		
59	Енуш	Enus=T		
59	Енев	Enev=T		
59	Гашнар	Gasnar=T	Gáspár	
57	Юрай	Juraj=T		
57	Енив	Eniv=T		
57	Ганс	Gansz=T		
57	Александру	Alekszandru=T	Alexandru;Sándor	
56	Шире	Sire=T		
56	Онто	Onto=T	Antal;Ottó	
56	М	M=T		
56	Лослав	Loszlav=T	László	
56	Каспар	Kaszpar=T	Gáspár	
56	Евгений	Evgenij=T	Jevgenyij;Jenő	
56	Дерч	Gyercs=T	György	
56	Гейнрих	Génrih=T		
56	Андрияс	Andrijasz=T	András	
55	Еней	Ené=T		
55	Вилли	Villi=T		
54	Ист	Iszt=T		
54	Иозоф	Iozof=T	József	
53	Энев	Enev=T		
53	Июжев	Iyuzsev=T	József	
52	Юзефов	Juzefov=T	József	
52	Магай	Magaj=T		
52	Лойюш	Lojyus=T	Lajos	
52	Иштванов	Istvanov=T	István	
52	Иштвал	Istval=T	István	
51	Имрих	Imrih=T	Imre	
51	Дёрт	Gyort=T	György	
51	Бал	Bal=T	Pál	
50	Ювжет	Juvzset=T	József	
50	Иоже	Iozse=T	József	
50	Андрат	Andrat=T	András	
49	Ласно	Laszno=T	László	
48	Янэ	Jáne=T	János	
48	Иттван	Ittvan=T	István	
47	Сигмунд	Szigmund=T	Zsigmond	
47	Мигей	Migé=T		
47	Мандор	Mandor=T	Sándor	
47	Иштвай	Istvaj=T	István	
47	Еныв	Eniv=T		
47	Гайнрих	Gajnrih=T		
47	Винус	Vinusz=T		
47	Ант	Ant=T	Antal	
