Австрия	Авсирия
Австрия	Авсрия
Австрия	Авст.
Австрия	Авствия
Австрия	Австийска
Австрия	Австиря
Австрия	Австия
Австрия	Австоия
Австрия	Австр
Австрия	Австр.
Австрия	Австр.)
Австрия	Австралии
Австрия	Австралийская
Австрия	Австралия
Австрия	Австревиц
Австрия	Австри
Австрия	Австри.
Австрия	Австрией
Австрия	Австрии
Австрия	Австрий
Австрия	Австрийск.
Австрия	Австрийска
Австрия	Австрийская
Австрия	Австричя
Австрия	австрия
Австрия	Австрия
Австрия	Австрия)
Австрия	Австрия.
Австрия	Австроия
Австрия	Австря
Австрия	Австсрия
Австрия	Авсьрия
Австрия	Автрия
Австрия	Автсрия
Австрия	(Венгрия)
Австрия	(Герм.)
Австрия-Чехословакия	(Австр.)
Австрия-Чехословакия	Австрии-Чехословакии
Австро-Венгрия	Австр.-Венгер.
Австро-Венгрия	Австрии-Венгрии
Австро-Венгрия	Австрийско-Венгерская
Австро-Венгрия	Австрия-Венгрия
Австро-Венгрия	Австро-Венгер.
Австро-Венгрия	Австро-Венгр.
Австро-Венгрия	Австро-Венгрии
Австро-Венгрия	Австро-Венгрия
Австро-Венгрия	Венгрия-Австрия
АзССР	АзССР
АССР	АССР
Белоруссия	Белор.
Белоруссия	Белорус.
Белоруссия	Белорусея
Белоруссия	Белорусия
Белоруссия	Белоруссии
Белоруссия	Белоруссия
Белоруссия	Белорусь
Бессарабия	Бессарабия
Болгария	Болгария
Венгрия	вен.
Венгрия	Вен
Венгрия	Вен.
Венгрия	Вен[...]
Венгрия	Венадрия
Венгрия	Венар
Венгрия	Венар.
Венгрия	Венарий
Венгрия	Венбрий
Венгрия	венг
Венгрия	Венг
Венгрия	Венг.
Венгрия	Венггрия
Венгрия	венгер
Венгрия	Венгер
Венгрия	Венгер.
Венгрия	Венгер.-Герм.
Венгрия	Венгергод
Венгрия	Венгерец
Венгрия	Венгери
Венгрия	Венгерий
Венгрия	Венгерия
Венгрия	Венгерка
Венгрия	Венгеркое
Венгрия	Венгерлу
Венгрия	Венгер-Модяр
Венгрия	Венгерная
Венгрия	Венгеробью
Венгрия	Венгерс.
Венгрия	Венгерс[...]
Венгрия	Венгерск
Венгрия	Венгерск.
Венгрия	Венгерска
Венгрия	Венгерскам
Венгрия	(венгерская)
Венгрия	Венгерская
Венгрия	Венгерске
Венгрия	Венгерски
Венгрия	Венгерски.
Венгрия	Венгерские
Венгрия	Венгерскии
Венгрия	Венгерский
Венгрия	Венгерским
Венгрия	Венгерско
Венгрия	Венгерского
Венгрия	венгерское
Венгрия	Венгерское
Венгрия	Венгерскои
Венгрия	Венгерской
Венгрия	Венгерской.
Венгрия	Венгерскоя
Венгрия	Венгерску
Венгрия	Венгерщина
Венгрия	Венгеры
Венгрия	Венгерь
Венгрия	Венгиря
Венгрия	Венгия
Венгрия	Венглис
Венгрия	Венгник
Венгрия	Венгнрски
Венгрия	Венго.
Венгрия	Венгория
Венгрия	(венгр.)
Венгрия	"""Венгр."""
Венгрия	(Венгр.)
