174592	János
120589	József
97980	István
58729	Mihály
56955	Ferenc
53522	György
41934	Sándor
33460	Lajos
32811	Pál
28152	Péter
24655	Imre
24644	Mária
21856	Miklós
21552	Károly
19954	László
16301	Julianna
16254	Erzsébet
13378	Gyula
13353	Márton
12584	Gábor
11537	Mátyás
9796	Rozália
9086	Katalin
7549	Jakab
7311	Demeter
6553	Zsuzsanna
6546	Terézia
6509	Ádám
6482	Kálmán
6288	Ignác
5720	Ivan
5455	Simon
5332	Béla
4763	Bálint
4755	Tivadar
4640	Vazul
4633	Gergely
4603	Borbála
4081	Jenő
3939	Vince
3924	Tamás
3914	Géza
3814	Illés
3571	Elek
3498	Eszter
3471	Josip
3439	Zsigmond
3358	Dániel
3295	Sámuel
3251	Zsófia
3074	Lázár
3009	Ilona
2996	Nikola
2926	Henrik
2788	Stjepan
2778	Teréz
2770	Dezső
2740	Iván
2604	Petar
2572	Vendel
2529	Lőrinc
2516	Vilmos
2491	Franjo
2483	Gjuro
2454	Balázs
2430	Lídia
2410	Mato
2326	Dénes
2325	Nándor
2323	Gáspár
2308	Flórián
2231	Ernő
2172	Marko
2171	Mijo
2095	Rudolf
2081	Fülöp
2030	Ágnes
2002	Margit
1996	Róza
1988	Éva
1929	Emil
1781	Gusztáv
1772	Veronika
1743	Mózes
1736	Viktor
1724	Milan
1709	Rezső
1679	Tomo
1659	Lipót
1612	Magdolna
1586	Frigyes
1570	Dávid
1541	Bertalan
1538	Lukács
1535	Tódor
1497	Szilárd
1376	Éliás
1375	Áron
1365	Konstantin
1351	Franciska
1302	Sára
1277	Ilija
1252	Árpád
1236	Ágoston
1224	Mile
1187	Judit
1178	Klára
1171	Izidor
1135	Viktória
1130	Luka
1122	Basilius
1071	Máté
1051	Menyhért
1027	Zoltán
1019	Ábrahám
984	Janko
917	Márk
909	Miksa
879	Ágost
873	Vasilie
855	Pavao
846	Mór
841	ismeretlen
825	Manó
820	Boldizsár
803	Stevo
797	Dömötör
791	Vencel
784	Jovan
764	Jon
757	Konrád
753	Sebestyén
753	Salamon
750	Ede
747	Benjámin
744	Bernát
705	Ödön
702	Etelka
693	Vendelin
684	Verona
684	Mirko
654	Hermann
646	Zakariás
643	Júlia
635	Martin
618	Sava
608	Gizella
600	Ármin
585	Endre
584	Juon
575	Stevan
566	Samu
562	Traján
560	Márta
556	Stanko
548	Ilie
548	Dragutin
542	Gligor
535	Simo
527	Benedek
522	Móric
517	Karolina
516	Oszkár
513	Duan
509	Rade
509	Pavel
503	Szilveszter
502	Vinko
500	Janka
499	Róbert
491	Rebeka
489	Krisztina
486	Etel
484	Joachim
480	Elemér
477	Milos
472	Piroska
471	Milo
464	Jovo
453	Milivoj
451	Benő
445	Zsiva
445	Vladimir
445	Fedor
439	Joso
435	Imbro
431	Vitályos
425	Győző
423	Mladen
417	Toma
412	Miron
412	Milán
404	Kornél
404	Dusan
400	Vid
396	Flóra
392	Matija
389	Rozál
387	Kosta
376	Trajan
376	Regina
371	Stojan
370	Stefan
368	Marin
367	Eduárd
359	Dane
358	Vilma
356	Ottó
356	Hugó
352	Kristóf
345	Dominik
343	Romulus
339	Simeon
339	Izsák
338	Mihajlo
338	Félix
337	Dusán
333	Emília
328	Juraj
328	Jozefa
322	Béni
316	Jure
315	Nikolaj
314	Svetozar
312	Lénárd
308	Sarolta
302	Valér
298	Fábián
297	Vasil
296	Ljubomir
292	Slavko
287	Flora
282	Milutin
281	Juro
280	Domokos
278	Tibor
276	Rada
276	Karolin
273	Radivoj
269	Rafael
269	Jusztina
264	Lujza
264	Georg
263	Pavo
259	Szvetozár
258	Teofil
258	Cecília
257	Richárd
256	Branko
247	Jan
246	Sebő
245	Valent
243	Simion
242	Mate
242	Lovro
242	Lazo
241	Filip
241	Basil
240	Berta
239	Cirill
238	Trifon
236	Giuseppe
234	Ida
232	Jozo
232	Ivo
231	Eduard
229	Petru
227	Max
225	Radovan
222	Djuro
220	Rókus
220	Márkus
220	Dumitru
219	Roman
219	Matild
219	Irén
219	Ilia
217	Velimir
216	MIhály
216	Maxim
214	Veron
212	Irma
210	Vaso
209	Farkas
208	Savo
205	Jeremiás
204	Kelemen
203	Milorad
203	Krisztián
201	Jolán
197	Vjekoslav
194	Orbán
194	Mita
194	Miko
194	Grga
192	Hermina
192	Florea
190	Keresztély
187	Milovan
186	Elias
185	Száva
184	Emma
183	Trandafir
182	Leó
181	Sofron
181	Giovanni
180	Sebők
180	Pero
180	Marijan
179	Teodor
179	Joakim
178	Rozina
178	Nikolai
176	Tóbiás
176	Dmitar
169	Todor
168	Nikita
168	Jakob
166	Szaniszló
163	Eleonóra
163	Bogdan
162	Marian
161	Johanna
160	Dorottya
158	Jónás
157	Emerencia
157	Dragomir
155	Duschan
153	Döme
152	Vaszil
152	Vasa
150	Brigitta
149	Ljudevit
148	Wasyl
148	Traila
147	Filimon
146	Domonkos
145	Paula
143	Marcella
142	Lyubomir
141	Vaszily
138	Constantin
137	Luca
136	Moise
136	Iwan
135	Román
134	Szava
134	Damjan
133	Kázmér
132	Bartol
131	Károlyo
131	Fáni
128	Rózsa
128	MIklós
127	Trifun
127	Flore
126	Nistor
125	Fanni
124	Barnabás
124	Ábel
123	Zsarko
123	Vidor
122	Pável
122	Luigi
122	Fabijan
121	Vlada
121	Pavle
121	Kozma
121	Jura
120	Trifu
120	Koszta
119	Prokop
119	Mihailo
118	Vasile
118	Rok
118	Pera
118	Kuzman
117	Rajmund
116	Szidónia
116	Gedeon
115	Mitar
115	Markó
114	Mendel
114	Karácsony
113	Flóris
111	Vasul
111	Mane
110	Pawel
109	Jusztin
109	Juliánna
109	Gertrúd
108	Jova
107	Stanislaus
107	Rusalin
107	Bolto
104	Stepan
104	Sámson
104	Julia
104	Gabro
104	Ferdo
104	Ákos
104	Ágota
102	Szerafin
102	Paulina
102	Nikolae
102	Miko
102	Duro
102	Danilo
102	Barna
101	Titusz
101	Gottlieb
101	Gottfried
100	Vaszi
100	Nestor
100	Irimie
100	Feodor
100	Ervin
100	Bogdán
100	Bódog
99	Uros
98	Oktavian
97	Grigor
96	Trojan
96	Leo
96	Jefta
95	Wladimir
95	Svetozár
95	Krecsun
94	Vitalis
94	Virgil
92	Vaszilie
92	Izrael
91	Jakov
91	Damján
90	Romulusz
90	Nicolae
89	Timót
89	Ladislav
89	Gavro
89	Dimitri
87	Gjuradj
86	Togyer
85	Herman
85	Francesco
84	Vilim
84	Urbán
84	Obrad
84	Novak
84	Leon
83	Ráchel
82	Gerzson
82	Gerasim
81	Stipo
80	Virág
80	Sima
80	Piros
80	Pietro
80	Markus
80	Gjoka
79	Joan
78	Paul
78	George
78	Dimitrije
77	Radu
77	Pajo
77	Damaskin
76	Johann
75	Marcell
75	Janku
74	Wasily
74	Panta
74	Paja
73	Petronella
73	Hermin
73	Ferdinánd
72	Stipan
72	Mitru
71	Nesztor
71	Gjoko
70	Vasza
70	Steva
70	Mehmed
69	Tógyer
69	Partenie
69	Julian
69	Jano
69	Gyuro
68	Vitus
68	Parten
67	Wasil
67	Vojin
67	Mio
67	Imro
67	Illie
67	Ilja
67	Bukur
66	Nátán
66	Johan
66	Franz
65	Vasili
64	Serafin
64	Ruszalin
64	Pantilimon
64	Ciprián
63	Rado
63	Nisztor
63	Leontin
62	Vasilj
62	Valentin
62	Stan
62	Sergej
62	Ilyés
62	Gyoka
62	Florijan
62	Csedomir
61	Sreta
60	Sabin
60	Ráhel
60	Petro
60	Ostoja
60	Milorád
60	Jozefin
60	Hasan
59	Stefo
59	Osman
59	Omer
59	Mojsze
59	Jeromos
59	Israel
59	Ferencz
58	tefan
58	Ranko
58	Radován
58	Mio
58	Milić
58	Laura
58	Bude
57	Wasili
57	Tima
57	Semen
57	Roko
57	Mustafa
57	Miroslav
57	Gerasin
56	Tosa
56	Timofej
56	Orsolya
56	Nika
56	Maksim
55	Szvetozar
55	Marianna
55	Lukas
55	Joca
55	Izsó
54	Ráda
54	Lyuba
54	Erzse
53	Niko
53	Nikifor
53	Kuzma
53	Ibrahim
53	Grigori
52	Voin
52	Svetislav
52	Nicolai
52	Ferdinand
51	Urban
51	Tihamér
51	Piotr
51	Obrád
51	Nenad
51	Mijat
51	Majer
51	Fritz
50	Zsiván
50	Vasily
50	Prekup
50	Pasku
50	Norbert
50	Lacko
50	Jocza
50	Gruja
50	Donát
49	Zsivan
49	Nikolaus
49	Karl
49	Dragan
48	Zsuzsánna
48	Olga
48	Kostan
48	Ignatz
48	Gellért
48	Ézsaiás
48	Brúnó
47	Vincze
47	Tudor
47	Stefánia
47	Novák
47	Gyura
47	Emilia
46	Uro
46	Stanislav
46	Moses
46	Lazar
46	imun
46	Frane
46	Chaim
46	Blagoje
45	Zsarkó
45	Theodor
45	Szlavko
45	Stefán
45	Lőrincz
45	Juli
45	Georgije
45	Emilian
44	Troján
44	Pave
44	Marián
44	Login
44	Leonte
44	Krsta
44	Costache
43	Velyko
43	Márkó
43	Jandro
43	Gyárfás
43	Fodor
42	Spiridon
42	Netti
42	Moisze
42	Hersch
42	Grigore
42	Genovéva
41	Vasilius
41	Savu
41	Rozi
41	Roza
41	Milo
41	Mihael
41	Manojlo
41	Gavrila
41	Domenico
41	Beni
40	Zivan
40	Wasilie
40	Vlado
40	Nekifor
40	Marjan
40	Jován
40	Izabella
40	Ignac
40	Engelbert
40	Dragić
40	Dimitru
39	Zsiga
39	Tanasie
39	Szima
39	Rémusz
39	Paszkál
39	Milenko
39	Lehel
39	Karácson
39	Joco
39	Damaszkin
39	Barabás
38	Vujo
38	Vasyl
38	Mojse
38	Milován
38	Miladin
38	MIjo
38	Matei
38	Juda
38	Bogoljub
38	Bazil
37	Zsivko
37	Stipe
37	Pantelemon
37	Michael
37	Lina
37	Kornélia
37	Jandre
37	Glio
37	Danila
37	Brankó
36	Zacharie
36	Veselin
36	Panfil
36	Nikulae
36	Mojsza
36	Mirkó
36	Medárd
36	Livius
36	Konrad
36	Hani
36	Ernesztina
36	Carlo
35	Zvonimir
35	Vida
35	Pask
35	Mihovil
35	Mayer
35	Mári
35	Józsa
35	Jegor
35	Ibro
35	Gojko
35	Gabriella
35	Eugénia
35	Eftimie
35	Ávrám
34	Simun
34	Pongrác
34	Paun
34	Kosztán
34	Jón
34	Illia
34	Hubert
34	Giacomo
34	Eliás
34	Demetrius
34	Benjamin
33	Perszida
33	Magda
33	Kandin
33	Gjorgje
33	Gavril
33	Gavra
33	Gajo
33	Dobrivoj
33	Bozo
33	Blaz
32	Valéria
32	Trivun
32	Siegfried
32	Rajko
32	Pantelija
32	Militon
32	Ignjat
32	Emánuel
31	Vikentie
31	Tekla
31	Szeréna
31	Svetosar
31	Oprea
31	Mujo
31	Mozes
31	Matej
31	Marinko
31	Makso
31	Ljuba
31	Győrgy
31	Guido
31	Egyed
31	Demján
30	Zsuzsa
30	Vladislav
30	Vera
30	Spiridion
30	Salvatore
30	Nikodém
30	Malvin
30	Joákim
30	Jaroslav
30	Ján
30	Gregor
30	Gjura
30	Ciril
29	Vaszili
29	Trofin
29	Natália
29	Mileta
29	Lenke
29	Kracsun
29	Jordán
29	Dani
28	Vaselie
28	Radoslav
28	Pane
28	Misa
28	Milosch
28	Mazedon
28	Leopold
28	Laza
28	Kazimir
28	Hedvig
28	Friderika
28	Florean
28	-
27	Vatroslav
27	Tadija
27	Sreto
27	Rupert
27	Palo
27	Niculae
27	Nicola
27	Milanko
27	Mija
27	Mario
27	Klement
27	Jócza
27	Jakow
27	Iso
27	Isidor
27	Gavrilla
27	Emilio
27	Boris
27	Betti
26	Zsárkó
26	Zivko
26	Vlajko
26	Tanase
26	Silvius
26	Sawa
26	Nekita
26	Matthias
26	Libor
26	Leopoldina
26	Jurko
26	Josif
26	Filon
26	Benko
25	Vásza
25	Vasilije
25	Szabina
25	Rikárd
25	Philipp
25	Petre
25	Peró
25	Ninko
25	NIkola
25	Náthán
25	Mikola
25	Meho
25	Matias
25	Kirila
25	Kamill
25	Josim
25	Jób
25	Jefto
25	JÁnos
25	Ironim
25	Ibró
25	Giovani
25	Fiodor
25	Filemon
25	Fabian
25	Dimitrija
24	Tome
24	tefo
24	Tanasija
24	Szabin
24	Rachel
24	Pepi
24	Ottokár
24	Nyisztor
24	Nikodin
24	Nedeljko
24	MIle
24	Mata
24	Marku
24	Justin
24	Juan
24	Jerko
24	Ignjo
24	Glisa
24	Geraszim
24	Gabriel
24	Franc
24	Eliseus
24	Egon
24	Bosko
24	Bertold
23	Zsivkó
23	Záli
23	Walter
23	Sztankó
23	Szlavkó
23	Spasoje
23	Risto
23	Peter
23	Paraszkéva
23	Nikodem
23	N.
23	Mika
23	Menyhárt
23	Maria
23	Julián
23	Jordan
23	Gyorgye
23	Gligo
23	Floria
23	Erik
23	Dimitrius
23	Daniló
23	Danica
23	Bonifác
23	Bonaventura
23	Bogolyub
22	Zsófi
22	Vincenzo
22	Soma
22	Rupi
22	Rosalin
22	Pintye
22	Milós
22	Ljubo
22	Leib
22	Kata
22	J.
22	Iwán
22	imo
22	Ilko
22	Ilarie
22	Gertrud
22	Gerő
22	Gapar
22	Ernesto
22	Eremias
22	Egor
22	Dragolyub
22	Dimitrij
21	Zsárko
21	Vukain
21	Vláda
21	Veljko
21	Terentius
21	Tádé
21	Stania
21	Rémus
21	Pompei
21	Pius
21	Partén
21	Oszvald
21	Misko
21	Miho
21	Mihalj
21	Maxa
21	Mark
21	Márián
21	Marek
21	Lucian
21	Lubomir
21	Longin
21	Kamilló
21	Kajetan
21	JÓzsef
21	Isza
21	Ispas
21	Illyés
21	Hinko
21	Gyuró
21	Geraszin
21	Efraim
21	Edmund
21	Dragoljub
21	Damian
21	Cseda
21	Cecilia
20	Zenob
20	Venczel
20	Vazil
20	Traian
20	Stoja
20	Salomon
20	Salko
20	Radó
20	Proko
20	Proka
20	Olivér
20	Mito
20	Metód
20	Lóri
20	Lívia
20	Kristian
20	Klementina
20	IStván
20	Ilic
20	Grgo
20	Erasmus
20	Draga
20	Dimitrie
20	Daniel
20	Cyrill
20	Cvetin
19	Zarko
19	Zamfir
19	Veronka
19	Trifan
19	Timoftei
19	PÉter
19	Pava
19	Panteleimon
19	Ottília
19	Negovan
19	Mitrofan
19	Mathias
19	Mari
19	Maks
19	Maftei
19	Ludmilla
19	Lambert
19	Kajetán
19	Julio
19	Jovó
19	Ivó
19	Iva
19	Henrich
19	Gyóka
19	Demjén
19	Demjan
19	Demian
19	Berthold
18	Vaszilij
18	Vaszali
18	Triva
18	Tarján
18	Sergei
18	Sáva
18	Paskal
18	Panto
18	Pánta
18	Nikodim
18	Meter
18	Marcel
18	Macedon
18	Kiril
18	Joza
18	Jevrem
18	Jefim
18	Inon
18	Ilkó
18	Ignácz
18	Grigorij
18	Glia
18	Geratimus
18	Franja
18	Blagoja
18	Beno
18	Bence
17	Veszelin
17	Vasilia
17	Too
17	Thomas
17	Tanaszie
17	Stipa
17	Slavoljub
17	Salih
17	Ruppert
17	Olimpie
17	Nikolo
17	Natale
17	Musztafa
17	Milica
17	Milentie
17	Mihail
17	Michail
17	Mehó
17	Mara
